"production_family","wk","fecha","fa_pn","pn_componente","wo","quantity","cod_defecto","label","linea","turno","cluster"
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR4454",2046818,1,"MR08",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR3611",2046818,1,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR3526",2046818,1,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR3523",2046818,1,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR4455",2046818,1,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR1828",2046818,7,"B102",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR1828",2046818,5,"TS05",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR3573",2046818,1,"TS08",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR4453",2046818,1,"B109",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR4454",2046818,3,"TS06",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR3560",2046818,2,"MR09",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR3989",2046818,9,"S03",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","49559",2046624,1,"DO1644",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","36141",2046624,1,"DO1644",0,"Line 12","T3",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","48425",2046624,1,"DO1644",0,"Line 12","T3",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","48421",2046624,1,"DO1644",0,"Line 12","T3",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","49559",2046624,19,"DO1644",0,"Line 12","T3",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","49559",2046624,2,"DO1644",0,"Line 12","T3",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","36141",2046624,2,"DO1644",1,"Line 12","T3",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","36141",2046624,1,"DO085",0,"Line 12","T3",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","49559",2046624,1,"DO085",0,"Line 12","T3",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","36141",2046624,1,"DO085",0,"Line 12","T3",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","49559",2046624,1,"DO085",0,"Line 12","T3",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","36141",2046624,1,"D1081",0,"Line 12","T3",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","49559",2046624,1,"D1081",0,"Line 12","T3",2
"Wands (Kamuk)","Week 01","1/6/2020","32792","242800",2046608,8,"DO1644",0,"Line 14","T3",2
"Wands (Kamuk)","Week 01","1/6/2020","32792","242800",2046608,3,"DO1644",1,"Line 14","T3",2
"Wands (Kamuk)","Week 01","1/6/2020","48400","49697",2046618,6,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","48400","48416",2046618,1,"DO085",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","48400","48410",2046618,1,"DO085",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","48400","26922",2046618,4,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","48400","26922",2046618,5,"PKG119",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","48400","20363",2046618,4,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","48400","20363",2046618,5,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR3486",2046827,37,"CA01",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR4067",2046827,2,"MR09",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR4066",2046827,2,"CA04",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR3486",2046827,2,"CA09",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR4067",2046827,2,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR4066",2046827,2,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","48400","48410",2046618,1,"DO1644",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/6/2020","48400","231500",2046618,1,"DO1117",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/6/2020","48400","26922",2046618,4,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/6/2020","48400","20363",2046618,4,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/6/2020","48400","26922",2046618,1,"PKG105",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/6/2020","48400","20363",2046618,1,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/6/2020","15324","141000",2046598,23,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","15324","141000",2046598,4,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","15324","20359",2046598,6,"PKG111",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","15324","20359",2046598,4,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","15324","20359",2046598,6,"PKG108",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","15324","20359",2046598,11,"PKG119",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","15324","24791",2046598,2,"DO085",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","56086","45230",2046627,1,"DO1643",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/6/2020","56086","45230",2046627,2,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/6/2020","56086","45230",2046627,4,"PKG119",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/6/2020","56086","45230",2046627,12,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/6/2020","56086","75060",2046627,3,"DO1643",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/6/2020","56086","56745",2046627,3,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/6/2020","56086","55935",2046627,3,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/6/2020","56086","50628",2046627,3,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/6/2020","56086","43840",2046627,2,"DO1644",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","34496","16594",2046610,1,"DO085",0,"Line 14","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","34496","247500",2046610,2,"",0,"Line 14","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","32791","23246",2046605,1,"DO1644",1,"Line 14","T 1",2
"Wands (Kamuk)","Week 02","1/6/2020","32791","242700",2046605,14,"D1244",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 02","1/6/2020","32791","242700",2046605,5,"DO1644",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 02","1/6/2020","32791","242700",2046605,5,"D1243",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 02","1/6/2020","32791","242700",2046605,1,"D1243",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 02","1/6/2020","32791","242700",2046605,1,"D1243",1,"Line 14","T 1",2
"Wands (Kamuk)","Week 02","1/6/2020","32791","242700",2046605,1,"DO518",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 02","1/6/2020","66970","66747",2046639,1,"DO1643",1,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","66747",2046639,1,"DO1644",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","66747",2046639,1,"DO1647",1,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","63872",2046639,1,"DO1644",1,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","38064",2046639,6,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","25540",2046639,6,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","38064",2046639,3,"PKG111",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","25540",2046639,3,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","51668",2046639,1,"DO1644",1,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","46807",2046639,1,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","46805",2046639,1,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","46806",2046639,1,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","47446",2046639,1,"DO1643",1,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","66461",2046639,3,"DO1644",1,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","38065",2046639,1,"DO085",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","46808",2046639,4,"DO1643",1,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","46807",2046639,2,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","51668",2046639,2,"DO1644",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","46806",2046639,2,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","46805",2046639,2,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","25540",2046639,6,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","38064",2046639,6,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","38064",2046639,15,"PKG111",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/6/2020","66970","25540",2046639,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/7/2020","66970","38064",2046636,20,"do085",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","66970","51668",2047423,3,"",0,"Laser","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","14682","14395",2047361,6,"",0,"Laser","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR1828",2046819,5,"TS05",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR4068",2046819,2,"A1002",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3206",2046819,1,"MR09",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3526",2046819,1,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3523",2046819,1,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3573",2046819,1,"MR09",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3637",2046819,1,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR4454",2046819,1,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR4454",2046819,2,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR1828",2046819,10,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR4455",2046819,2,"MR07",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3989",2046819,5,"S03",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR4453",2046819,1,"MR09",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3924",2046819,1,"MR09",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3637",2046819,2,"TS01",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3729",2046819,30,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3727",2046819,8,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3727",2046819,22,"PKG119",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3728",2046819,34,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR4116",2046819,40,"PKG119",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR4116",2046819,8,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR4117",2046819,5,"PKG106",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","57407","61190",2046628,6,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","57407","61190",2046628,2,"PKG119",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","57407","55715",2046628,6,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","57407","55715",2046628,2,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","57407","52897",2046628,1,"DO085",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR4453",2046820,1,"BI11",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3553",2046820,1,"MR09",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3573",2046820,2,"TS08",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR4455",2046820,2,"TS06",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3526",2046820,1,"TS10",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR4068",2046820,1,"MR09",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3302",2046820,2,"MR09",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR1828",2046820,2,"TS12",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3989",2046820,12,"S03",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR4455",2046820,15,"MR07",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR4454",2046820,15,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR1828",2046820,75,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3560",2046820,3,"MR09",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3547",2046820,1,"BI03",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR4452",2046820,2,"MR09",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR4116",2046820,8,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3729",2046820,16,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3728",2046820,34,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR4116",2046820,8,"PKG119",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3727",2046820,26,"PKG119",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR3727",2046820,8,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","4403","MR4116",2046820,11,"PKG106",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","34731","17059",2046611,2,"DO505",0,"Line 14","T3",2
"Wands (Kamuk)","Week 02","1/7/2020","34731","61892",2046611,2,"",0,"Line 14","T3",2
"Wands (Kamuk)","Week 02","1/7/2020","34731","17059",2046611,2,"DO1644",1,"Line 14","T3",2
"Wands (Kamuk)","Week 02","1/7/2020","34731","61892",2046611,2,"",0,"Line 14","T3",2
"Wands (Kamuk)","Week 02","1/7/2020","34731","36142",2046611,2,"DO1643",1,"Line 14","T3",2
"Wands (Kamuk)","Week 02","1/7/2020","34731","17059",2046611,1,"",0,"Line 14","T3",2
"Wands (Kamuk)","Week 02","1/7/2020","34731","61892",2046611,1,"DO1644",0,"Line 14","T3",2
"Wands (Kamuk)","Week 02","1/7/2020","34731","247500",2046611,2,"",0,"Line 14","T3",2
"Wands (Kamuk)","Week 02","1/7/2020","56086","45230",2046627,4,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","56086","45230",2046627,16,"PKG121",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","56086","45230",2046627,4,"PKG119",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","56086","50628",2046627,1,"DO085",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","56086","43831",2046627,1,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","56086","55935",2046627,1,"DO085",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","56086","50628",2046627,8,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","56086","75060",2046627,8,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","56086","53512",2046627,1,"DO085",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","56086","",2046627,3,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","56086","56745",2046627,10,"DO086",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","56086","55935",2046627,10,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","56086","",2046627,1,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","56086","43839",2046627,1,"DO085",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","56086","56745",2046627,1,"DO085",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","56086","231500",2046627,3,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","49696","36141",2046624,1,"DO1644",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","49696","49559",2046624,1,"D1081",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","49696","36141",2046624,1,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","49696","49559",2046624,1,"D1081",1,"Line 12","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","49696","49559",2046624,1,"D1081",1,"Line 12","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","49696","49559",2046624,1,"D1081",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","49696","48421",2046624,2,"DO1644",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","49696","48421",2046624,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","49696","49559",2046624,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","49696","48423",2046624,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","49696","48415",2046624,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","49696","36141",2046624,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","49696","48623",2046624,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","32792","242800",2046608,6,"DO518",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","32792","242800",2046608,7,"DO1644",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","32792","242800",2046608,1,"D1243",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","32792","242800",2046608,2,"DO510",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","32792","23246",2046608,1,"",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","MR3557","MR3486",2048692,26,"CA01",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","MR3557","MR4067",2048692,7,"MR09",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","MR3557","MR4066",2048692,8,"CA07",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","MR3557","MR3486",2048692,1,"CA03",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","MR3557","MR4067",2048692,1,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","MR3557","MR4066",2048692,1,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","MR3557","MR3486",2048693,3,"CA01",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","MR3557","MR4067",2048693,4,"CA06",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","MR3557","MR4066",2048693,2,"CA12",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/7/2020","57407","57487",2046629,1,"DO1644",0,"Line 13","T3",2
"Wands (Kamuk)","Week 02","1/7/2020","57407","61190",2046629,6,"",0,"Line 13","T3",2
"Wands (Kamuk)","Week 02","1/7/2020","57407","55715",2046629,6,"",0,"Line 13","T3",2
"Wands (Kamuk)","Week 02","1/7/2020","57407","61190",2046629,1,"PKG111",0,"Line 13","T3",2
"Wands (Kamuk)","Week 02","1/7/2020","57407","55715",2046629,1,"",0,"Line 13","T3",2
"Wands (Kamuk)","Week 02","1/7/2020","66970","38064",2046637,6,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/7/2020","66970","25540",2046637,6,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/7/2020","66970","38064",2046637,3,"pkg111",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/7/2020","66970","25540",2046637,3,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/7/2020","66970","38064",2046638,15,"PKG111",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/7/2020","66970","38064",2046638,6,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/7/2020","66970","25540",2046638,6,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 02","1/8/2020","83034","20363",2046640,5,"PKG119",0,"Line 12","T3",2
"Wands (Kamuk)","Week 02","1/8/2020","83034","26922",2046640,1,"PKG124",1,"Line 12","T3",2
"Wands (Kamuk)","Week 02","1/8/2020","83034","20363",2046640,1,"PKG124",0,"Line 12","T3",2
"Wands (Kamuk)","Week 02","1/8/2020","83034","20363",2046640,4,"",0,"Line 12","T3",2
"Wands (Kamuk)","Week 02","1/8/2020","83034","26922",2046640,4,"",0,"Line 12","T3",2
"Wands (Kamuk)","Week 02","1/8/2020","83034","84317",2046640,1,"DO1643",1,"Line 12","T3",2
"Wands (Kamuk)","Week 02","1/8/2020","83034","20363",2046640,8,"",0,"Line 12","T3",2
"Wands (Kamuk)","Week 02","1/8/2020","83034","26922",2046640,8,"",0,"Line 12","T3",2
"Wands (Kamuk)","Week 02","1/8/2020","83034","20363",2046640,10,"",0,"Line 12","T3",2
"Wands (Kamuk)","Week 02","1/8/2020","83034","26922",2046640,10,"PKG111",0,"Line 12","T3",2
"Wands (Kamuk)","Week 02","1/8/2020","83034","20363",2046640,3,"PKG113",0,"Line 12","T3",2
"Wands (Kamuk)","Week 02","1/8/2020","83034","26922",2046640,3,"",0,"Line 12","T3",2
"Wands (Kamuk)","Week 02","1/8/2020","83034","26922",2046640,3,"PKG119",0,"Line 12","T3",2
"Wands (Kamuk)","Week 02","1/8/2020","34496","247500",2046610,1,"",0,"Line 14","T 2",1
"Wands (Kamuk)","Week 02","1/8/2020","34496","247500",2046610,2,"",0,"Line 14","T 2",1
"Wands (Kamuk)","Week 02","1/8/2020","34496","236901",2046610,9,"DO1644",1,"Line 14","T 2",1
"Wands (Kamuk)","Week 02","1/8/2020","34496","59030",2046610,1,"",0,"Line 14","T 2",1
"Wands (Kamuk)","Week 02","1/8/2020","34496","40505",2046610,1,"DO1644",0,"Line 14","T 2",1
"Wands (Kamuk)","Week 02","1/8/2020","34496","247500",2046610,1,"DO085",0,"Line 14","T 2",1
"Wands (Kamuk)","Week 02","1/8/2020","34496","59030",2046610,1,"DO085",0,"Line 14","T 2",1
"Wands (Kamuk)","Week 02","1/8/2020","34496","40505",2046610,1,"DO085",0,"Line 14","T 2",1
"Wands (Kamuk)","Week 02","1/8/2020","34496","236901",2046610,1,"DO1647",0,"Line 14","T 2",1
"Wands (Kamuk)","Week 02","1/8/2020","4403","MR3728",2046821,15,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/8/2020","4403","MR4116",2046821,11,"PKG119",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/8/2020","4403","MR4116",2046821,4,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/8/2020","4403","MR3729",2046821,21,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/8/2020","4403","MR3727",2046821,17,"PKG119",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/8/2020","4403","MR3727",2046821,4,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/8/2020","4403","MR4117",2046821,1,"PKG106",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/8/2020","4403","MR3728",2046821,8,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/8/2020","4403","MR3729",2046821,9,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/8/2020","4403","MR4116",2046821,4,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/8/2020","4403","MR4116",2046821,4,"PKG119",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/8/2020","4403","MR3727",2046821,4,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/8/2020","4403","MR3727",2046821,5,"PKG119",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 02","1/8/2020","4403","MR3560",2046821,1,"MR09",0,"Line 14.5","T 1",2
